PPMXL,RAJ2000[deg],DEJ2000[deg],pmRA[mas/yr],pmDE[mas/yr],e_pmRA[mas/yr],e_pmDE[mas/yr],Jmag[mag],e_Jmag[mag],Kmag[mag],e_Kmag[mag],Chi_squared
412762000000000000,51.196941,50.400704,28.7,-25.9,4.2,4.2,14.977,0.045,14.637,0.096,1.9569434069111895
412756000000000000,51.244539,50.27961,20.2,-25.3,4.1,4.1,13.316,0.023,12.398,0.025,0.4475697932078881
412761000000000000,51.306455,50.459146,22.0,-34.8,4.1,4.1,14.274,0.03,13.28,0.032,3.9411749737061212
412764000000000000,51.307453,50.418513,18.4,-28.1,4.1,4.1,13.55,0.024,12.523,0.025,1.210800062312045
412764000000000000,51.316009,50.39793,13.1,-26.5,4.2,4.2,15.098,0.048,14.634,0.1,5.0393208210013904
412761000000000000,51.317495,50.468506,15.6,-27.0,4.1,4.1,13.97,0.029,13.093,0.03,2.9066144091137045
412874000000000000,51.748914,50.391106,17.3,-24.2,4.0,4.0,11.389,0.019,10.907,0.021,2.077293338425952
412878000000000000,51.863851,50.29203,28.5,-19.2,4.1,4.1,15.185,0.06,14.656,0.095,4.935445720931583
412883000000000000,51.946106,50.42456,14.7,-31.4,4.0,4.0,12.676,0.022,12.285,0.027,5.273202666881627
412883000000000000,51.956247,50.487618,14.4,-25.1,4.1,4.1,15.348,0.055,14.289,0.072,4.061816799720204
412888000000000000,52.120799,50.302811,20.5,-22.5,4.0,4.0,13.81,0.032,12.907,0.032,1.2559448796381951
412911000000000000,52.182241,50.373877,28.0,-19.9,4.1,4.1,15.138,0.062,14.635,0.088,4.066824573630224
413076000000000000,52.226373,50.271767,30.2,-20.1,4.0,4.0,12.412,0.027,11.488,0.02,5.780042912804113
413100000000000000,52.316937,50.315426,20.4,-33.2,5.3,5.3,14.999,0.035,13.998,0.043,1.739353256927059
413102000000000000,52.427866,50.354199,14.1,-25.9,5.5,5.5,15.281,0.065,14.756,0.102,2.4134968040276825
413102000000000000,52.493408,50.257001,19.7,-34.5,4.0,4.0,12.784,0.023,11.914,0.025,4.3561654422676375
413109000000000000,52.567572,50.398109,24.6,-36.1,4.0,4.0,13.721,0.029,12.836,0.033,5.695092287781323
413114000000000000,52.741694,50.288883,21.5,-24.0,4.0,4.0,13.828,0.024,13.081,0.029,0.46609496720720195
413113000000000000,52.764111,50.411557,25.2,-31.2,5.3,5.3,14.4,0.031,13.469,0.035,0.9738090756178042
413115000000000000,52.797001,50.330831,19.4,-32.0,4.0,4.0,14.212,0.026,13.338,0.03,2.4595711510285043
509189000000000000,52.798321,50.465633,13.3,-27.4,5.3,5.3,15.175,0.04,14.185,0.05,3.109486024742948
509195000000000000,53.06545,50.385952,22.6,-29.0,4.0,4.0,11.405,0.023,10.933,0.021,0.37088345208334406
509221000000000000,53.553311,50.268531,29.0,-20.7,4.0,4.0,13.395,0.023,12.856,0.025,4.3590289464818905
509246000000000000,53.764836,50.324224,17.7,-17.7,4.1,4.1,15.081,0.047,14.545,0.081,5.856648494288137
509248000000000000,53.829312,50.337567,17.5,-26.9,4.0,4.0,13.694,0.032,13.135,0.028,1.640847571103811
509249000000000000,53.900329,50.278906,27.3,-18.2,4.1,4.1,15.04,0.052,14.386,0.058,5.118229468647253
509249000000000000,53.925211,50.310284,14.7,-20.8,5.4,5.4,15.396,0.043,14.416,0.056,3.2445290817464603
509257000000000000,54.056374,50.44745,22.2,-28.7,4.0,4.0,13.928,0.024,13.104,0.024,0.3028752269948749
509352000000000000,54.183623,50.468493,25.2,-31.2,4.0,4.0,11.833,0.024,11.379,0.023,1.6761641230795756
509354000000000000,54.247926,50.499653,28.4,-18.3,4.0,4.0,12.812,0.024,12.267,0.026,5.9389673966950625
509401000000000000,54.374288,50.308733,18.6,-31.0,4.1,4.1,15.092,0.038,14.249,0.068,2.1178900182858165
509402000000000000,54.443969,50.410478,16.4,-31.7,4.2,4.2,15.368,0.043,14.599,0.093,3.6410460939128724
509406000000000000,54.542993,50.273958,17.1,-28.9,4.1,4.1,11.289,0.023,10.538,0.019,2.1288160704531287
509406000000000000,54.548026,50.27322,13.0,-32.0,5.4,5.4,13.884,0.023,12.948,0.032,4.1711840992946465
509413000000000000,54.602998,50.339428,31.2,-21.7,5.5,5.5,15.267,0.063,14.163,0.095,3.059297202043239
509410000000000000,54.653421,50.359513,23.2,-22.0,4.1,4.1,15.196,0.047,14.263,0.082,1.170054992771441
509411000000000000,54.683241,50.472358,21.2,-21.0,4.1,4.1,10.863,0.022,10.479,0.019,1.8609001662671512
509412000000000000,54.688581,50.416705,28.9,-23.3,4.1,4.1,14.671,0.039,14.139,0.066,2.7527391744240486
509453000000000000,55.064248,50.280682,24.9,-17.4,4.0,4.0,12.178,0.025,11.281,0.025,5.231920481126173
509461000000000000,55.258451,50.372205,23.8,-33.6,5.4,5.4,15.427,0.052,14.356,0.076,1.7181951246828109
509464000000000000,55.426231,50.383612,13.9,-24.4,4.0,4.0,12.201,0.022,11.783,0.021,4.916935017558525
509839000000000000,55.451801,50.425429,20.1,-25.7,4.1,4.1,15.309,0.065,14.444,0.101,0.4309530888700995
509841000000000000,55.581914,50.417021,19.2,-19.9,4.0,4.0,14.559,0.039,13.786,0.052,3.3498823363094847
509842000000000000,55.638697,50.470561,26.0,-24.9,4.0,4.0,14.016,0.034,13.146,0.033,0.7925344476318539
509469000000000000,55.644304,50.266353,16.3,-30.4,4.0,4.0,11.681,0.025,10.058,0.023,3.369210989755677
509848000000000000,55.742061,50.497332,13.0,-25.0,5.4,5.4,14.968,0.039,14.087,0.069,3.240117711928357
509850000000000000,55.818233,50.49496,17.4,-30.8,4.0,4.0,12.039,0.023,11.082,0.021,2.7926921412864107
509848000000000000,55.874416,50.335529,20.4,-23.9,4.0,4.0,14.168,0.032,13.293,0.038,0.7302532309718883
509854000000000000,55.97983,50.357941,15.1,-22.7,5.4,5.4,15.025,0.042,14.013,0.057,2.430698189243089
510605000000000000,56.067325,50.294968,21.0,-27.1,4.1,4.1,15.422,0.058,14.445,0.081,0.1901246890155821
510607000000000000,56.104383,50.351354,25.6,-23.4,4.0,4.0,13.942,0.032,13.1,0.037,1.0683853536047334
407003000000000000,46.140692,49.16308,26.9,-24.2,4.0,4.0,12.199,0.027,11.368,0.028,1.3556902764346155
410004000000000000,46.237159,49.044601,20.6,-25.4,4.0,4.0,14.643,0.034,13.702,0.045,0.3441574127503323
410392000000000000,46.581607,49.197031,23.7,-16.7,4.0,4.0,14.994,0.039,14.126,0.051,5.797223938089624
410392000000000000,46.656108,49.205889,22.9,-27.8,4.0,4.0,14.18,0.031,13.297,0.025,0.10099817989015623
410019000000000000,46.700724,49.010888,23.2,-20.2,4.0,4.0,13.891,0.023,13.04,0.027,2.3884607963745985
410396000000000000,46.780944,49.098535,22.3,-22.6,4.0,4.0,10.807,0.022,10.204,0.018,0.9230625147314768
410399000000000000,46.897032,49.122713,19.7,-22.8,4.0,4.0,11.112,0.022,10.352,0.02,1.3688146707499351
410405000000000000,47.021927,49.161418,11.5,-25.0,5.4,5.4,15.494,0.054,14.61,0.075,4.290825795876533
410411000000000000,47.054825,49.096827,16.5,-23.8,4.0,4.0,13.776,0.027,12.853,0.023,2.7535575836916424
410406000000000000,47.069272,49.185652,33.9,-14.9,8.9,9.1,11.735,0.023,10.999,0.02,3.1730168758823636
410406000000000000,47.072821,49.187778,31.0,-15.8,5.4,5.4,15.141,0.037,14.251,0.057,6.119004390797048
410412000000000000,47.093276,49.023915,17.9,-20.2,4.0,4.0,14.852,0.044,13.894,0.051,3.7669994501854287
410415000000000000,47.192317,49.019654,14.1,-25.1,5.5,5.5,15.493,0.062,14.691,0.08,2.4656045253774495
410420000000000000,47.203439,49.136308,29.7,-20.4,4.0,4.0,14.528,0.04,14.041,0.051,5.12525494914531
410419000000000000,47.250217,49.072991,31.6,-24.9,4.0,4.0,13.015,0.023,12.086,0.026,4.848210916416495
410451000000000000,47.575628,49.180898,22.2,-29.6,5.4,5.4,14.484,0.033,13.569,0.045,0.3284799541070809
410496000000000000,47.603419,49.013118,20.6,-21.7,4.0,4.0,13.731,0.031,13.04,0.037,1.6508698358536915
410450000000000000,47.607145,49.075306,24.6,-36.6,4.9,4.9,10.385,0.023,9.918,0.02,4.250852437380354
410452000000000000,47.678596,49.125631,24.3,-20.5,4.0,4.0,12.322,0.025,11.87,0.02,2.301839793893495
410460000000000000,47.837352,49.215734,13.1,-22.6,5.3,5.3,14.879,0.037,13.974,0.044,3.744019838189608
410507000000000000,47.928046,49.127986,26.3,-30.6,4.0,4.0,11.015,0.022,10.552,0.017,1.7582512438881155
410503000000000000,47.930172,49.007294,31.5,-29.9,4.0,4.0,14.11,0.044,13.156,0.038,5.2739185429351885
410605000000000000,48.199855,49.160668,17.9,-25.1,5.3,5.3,14.988,0.035,14.055,0.045,0.8774575352320886
410620000000000000,48.365266,49.050951,20.4,-24.6,4.0,4.0,13.605,0.027,12.683,0.026,0.5415005781824871
410620000000000000,48.377282,49.033441,13.8,-23.9,4.1,4.1,15.293,0.051,14.403,0.06,4.925657799198365
410610000000000000,48.403256,49.114993,17.7,-17.7,4.0,4.0,11.314,0.022,10.929,0.019,6.139651317043848
410622000000000000,48.445876,49.077438,17.2,-21.7,5.3,5.3,12.317,0.023,11.655,0.023,1.8617682355753877
410628000000000000,48.555175,49.07551,31.1,-21.4,4.0,4.0,12.467,0.022,11.659,0.019,5.737090349590346
410619000000000000,48.581334,49.222284,18.6,-23.7,4.0,4.0,14.489,0.032,13.765,0.043,1.4886045970461153
410633000000000000,48.715033,49.036037,23.2,-39.0,5.4,5.4,14.852,0.041,14.067,0.056,5.220822760256615
410633000000000000,48.720445,49.033249,12.6,-22.4,5.5,5.5,15.167,0.05,14.743,0.096,3.853553014102317
410655000000000000,48.7877,49.178846,25.4,-21.2,5.6,5.6,15.1,0.047,14.444,0.077,1.0996903699156078
410636000000000000,48.940056,49.011206,17.7,-28.8,4.0,4.0,11.073,0.02,10.394,0.014,1.8222028380063962
410662000000000000,49.078821,49.081494,25.4,-28.2,5.5,5.5,12.994,0.024,12.071,0.022,0.32196509757266445
410662000000000000,49.078853,49.081487,16.6,-21.6,4.0,4.0,12.994,0.024,12.071,0.022,3.6799011970019473
410667000000000000,49.134164,49.221862,21.7,-32.4,5.4,5.4,14.61,0.033,13.735,0.045,1.1948462508078597
410668000000000000,49.145579,49.206381,10.0,-23.5,5.5,5.5,13.649,0.026,13.251,0.033,5.5175176505709995
410851000000000000,49.182271,49.061276,7.1,-11.8,10.0,8.5,11.714,0.02,11.34,0.02,5.3881290714414165
410669000000000000,49.222887,49.130142,12.1,-26.7,4.2,4.2,14.984,0.038,14.613,0.083,6.142203762902079
410857000000000000,49.25714,49.06707,7.2,-11.6,9.6,8.1,10.906,0.02,10.596,0.02,5.944892683927015
410671000000000000,49.307042,49.210554,19.9,-21.8,5.5,5.5,14.679,0.032,13.677,0.038,0.9735695734613401
410859000000000000,49.362316,49.096849,15.3,-17.1,5.4,5.4,14.056,0.03,13.361,0.042,4.8041488292557935
410860000000000000,49.437146,49.10152,24.7,-33.6,5.5,5.5,15.127,0.046,14.14,0.059,1.7460278486191523
412362000000000000,49.544629,49.16416,21.5,-18.5,4.0,4.0,14.899,0.045,14.131,0.061,3.917810672135998
410864000000000000,49.547069,49.039485,24.2,-14.1,5.6,5.6,15.488,0.058,14.638,0.102,4.861643181297962
412363000000000000,49.551485,49.181235,17.1,-9.2,8.6,9.8,10.625,0.021,10.206,0.016,3.5195224549405224
412363000000000000,49.553786,49.178788,11.5,-29.7,5.4,5.4,13.974,0.031,13.28,0.04,4.554705917723059
412364000000000000,49.617461,49.213385,18.1,-25.2,4.0,4.0,15.004,0.049,14.076,0.06,1.38122318901169
412364000000000000,49.656089,49.148582,18.4,-26.2,4.1,4.1,15.213,0.055,14.374,0.076,1.0724034015260842
412371000000000000,49.743976,49.161076,23.7,-36.6,4.1,4.1,12.836,0.021,12.215,0.024,5.847088198641735
412368000000000000,49.753077,49.087464,24.6,-16.1,5.4,5.4,15.231,0.055,14.468,0.083,3.7384688235007224
412372000000000000,49.780879,49.188796,25.6,-26.6,5.4,5.4,13.833,0.026,13.124,0.035,0.2755435162898447
412382000000000000,49.944682,49.012612,16.8,-18.7,4.1,4.1,13.313,0.026,12.432,0.023,5.47218803365082
412388000000000000,49.988764,49.072657,19.7,-30.3,4.1,4.1,12.644,0.022,11.713,0.021,1.3398640535384252
412391000000000000,50.231494,49.016939,34.1,-32.0,5.2,5.2,14.258,0.033,13.374,0.032,5.733872045998854
412418000000000000,50.455749,49.103686,18.9,-15.8,5.2,5.2,14.408,0.028,13.501,0.042,4.653256730505592
412427000000000000,50.636409,49.187938,32.1,-27.8,4.1,4.1,13.141,0.029,12.248,0.029,5.09091433822897
412526000000000000,50.83341,49.229019,20.8,-35.4,4.1,4.1,12.009,0.024,11.753,0.023,4.709413016720297
412525000000000000,50.849678,49.187659,14.8,-26.8,4.1,4.1,13.329,0.024,12.429,0.026,3.5833467652266338
412526000000000000,50.883111,49.212252,14.0,-25.3,4.1,4.1,14.776,0.038,13.917,0.051,4.420327886460152
412573000000000000,50.986156,49.065778,15.0,-21.5,4.1,4.1,12.557,0.035,11.893,0.039,4.828689086213465
412533000000000000,50.993553,49.221381,16.4,-28.2,4.1,4.1,15.187,0.048,14.231,0.068,2.442712444176552
412573000000000000,51.005379,49.097945,13.9,-21.3,4.1,4.1,13.624,0.025,13.077,0.031,5.9816152159517735
412579000000000000,51.188519,49.030998,26.4,-33.0,5.6,5.6,15.254,0.052,14.448,0.085,1.7305219525332953
412582000000000000,51.191686,49.192023,12.4,-17.9,5.5,5.5,14.575,0.034,13.683,0.044,5.831195814735937
412579000000000000,51.218697,49.070732,21.5,-28.1,4.1,4.1,11.747,0.019,10.857,0.019,0.22995925420890964
412579000000000000,51.247366,49.057913,22.9,-34.0,4.1,4.1,14.218,0.028,13.298,0.037,3.194106156766118
412579000000000000,51.248229,49.029154,20.1,-29.4,4.1,4.1,13.4,0.023,12.475,0.025,0.8689056799098827
412583000000000000,51.25275,49.131424,20.0,-32.2,4.1,4.1,14.071,0.026,13.187,0.035,2.266529852978635
412583000000000000,51.253892,49.180574,22.3,-17.4,4.1,4.1,14.642,0.034,13.915,0.058,4.7333137558363
412580000000000000,51.255661,49.034913,20.1,-26.9,4.1,4.1,11.964,0.019,11.087,0.02,0.4022722019309033
412583000000000000,51.263614,49.111772,22.0,-26.8,4.1,4.1,12.933,0.021,12.034,0.023,0.035111323891833024
412580000000000000,51.272763,49.04289,32.4,-32.5,5.6,5.6,15.402,0.062,14.616,0.103,4.0279642540130345
412585000000000000,51.295855,49.07125,25.2,-28.5,4.1,4.1,12.769,0.022,11.882,0.019,0.572536514871526
412580000000000000,51.326566,49.008115,30.6,-21.2,4.1,4.1,15.028,0.047,14.115,0.063,5.129155520814566
412587000000000000,51.360656,49.044679,16.8,-25.3,4.1,4.1,12.709,0.022,12.329,0.023,2.0844289835234227
412612000000000000,51.48887,49.139147,23.1,-27.4,8.8,9.3,11.563,0.021,11.144,0.019,0.010828810783504396
412589000000000000,51.532844,49.046434,31.4,-25.4,4.1,4.1,13.803,0.029,13.276,0.034,4.347715164764884
412601000000000000,51.541533,49.024414,12.4,-29.6,5.5,5.5,14.407,0.037,13.744,0.05,3.7486926738613238
412601000000000000,51.615208,49.036757,18.9,-29.4,4.1,4.1,10.775,0.021,10.11,0.017,1.3100450361651341
412626000000000000,51.72062,49.026888,18.5,-18.5,4.0,4.0,12.906,0.021,12.212,0.025,4.894981485249266
412622000000000000,51.804809,49.191787,20.5,-24.2,4.0,4.0,14.256,0.029,13.368,0.035,0.6149971863482715
412623000000000000,51.807093,49.243424,18.5,-36.4,5.3,5.3,14.653,0.035,13.804,0.039,4.010199633212019
412635000000000000,51.926037,49.073543,25.9,-31.8,4.0,4.0,14.743,0.045,13.901,0.056,2.2689094954296025
412632000000000000,51.948978,49.005159,14.9,-25.8,4.0,4.0,10.702,0.02,10.076,0.024,3.687537208239952
412636000000000000,51.962562,49.202747,14.1,-24.2,5.1,5.1,10.513,0.021,9.86,0.022,2.9811361813699273
412638000000000000,52.00337,49.000276,13.9,-31.4,4.0,4.0,11.037,0.021,10.422,0.026,6.07784735108625
412637000000000000,52.052396,49.141213,18.8,-29.9,5.3,5.3,13.91,0.029,13.038,0.034,0.9336048357446274
413012000000000000,52.053595,49.199019,16.7,-22.7,4.0,4.0,14.321,0.045,13.31,0.04,3.035135498093025
413012000000000000,52.056759,49.220423,32.4,-27.9,4.0,4.0,11.362,0.019,10.72,0.026,5.693660535674196
413012000000000000,52.093913,49.241473,15.9,-29.8,4.0,4.0,10.942,0.021,10.383,0.024,3.4286287022013933
412642000000000000,52.22952,49.003427,21.1,-25.4,4.0,4.0,14.055,0.029,13.124,0.033,0.23200349769215511
413017000000000000,52.30927,49.10068,11.6,-30.8,5.4,5.4,15.206,0.046,14.268,0.06,4.754955371890281
413018000000000000,52.378729,49.050186,18.9,-29.5,4.0,4.0,13.969,0.032,12.976,0.034,1.408426479047078
413026000000000000,52.475333,49.209684,23.6,-31.1,5.4,5.4,14.79,0.04,14.147,0.06,0.7293798960613531
413772000000000000,52.591012,49.004575,17.3,-27.8,4.0,4.0,12.461,0.022,11.582,0.023,1.8582352660357244
413028000000000000,52.615292,49.230935,20.9,-30.5,4.0,4.0,14.263,0.029,13.379,0.035,1.1495179730085194
413778000000000000,52.623649,49.024771,21.8,-29.0,4.0,4.0,12.956,0.022,12.063,0.023,0.4214720265351176
413052000000000000,52.664107,49.232393,24.7,-18.8,4.0,4.0,12.018,0.021,11.411,0.021,3.777737590988869
413781000000000000,52.761759,49.103448,16.3,-25.7,4.0,4.0,13.933,0.023,12.987,0.028,2.5056258438077137
413781000000000000,52.763041,49.048846,24.1,-24.0,5.3,5.3,14.979,0.044,13.937,0.045,0.2834052322784213
413053000000000000,52.788341,49.228487,17.4,-29.9,4.0,4.0,11.852,0.026,10.873,0.024,2.3803475344342178
413784000000000000,52.814778,49.026805,16.2,-21.8,4.0,4.0,13.878,0.028,13.294,0.03,3.867222097684224
413813000000000000,52.99476,49.233517,21.2,-25.8,4.0,4.0,14.584,0.051,13.646,0.053,0.1697222810321887
413808000000000000,53.042545,49.141323,15.9,-25.0,5.1,5.1,10.496,0.023,9.972,0.021,1.8275721025177496
413810000000000000,53.04834,49.031616,22.9,-20.5,4.0,4.0,13.024,0.024,12.152,0.023,2.1565169550202397
413814000000000000,53.127881,49.176273,21.6,-30.7,5.1,5.1,10.331,0.026,9.767,0.018,0.7034410146685347
413823000000000000,53.20548,49.002078,23.7,-23.7,4.0,4.0,14.382,0.029,13.745,0.039,0.5271830571112305
413818000000000000,53.247002,49.124717,14.6,-28.1,4.0,4.0,14.002,0.046,13.188,0.048,4.093916181312455
413821000000000000,53.362187,49.121635,26.2,-32.9,4.1,4.1,14.929,0.049,14.192,0.064,3.0088185220954387
413831000000000000,53.397283,49.037053,19.1,-30.2,4.0,4.0,13.078,0.026,12.212,0.023,1.598372258592415
413915000000000000,53.438492,49.176349,18.1,-27.6,4.1,4.1,15.431,0.056,14.513,0.078,1.2875100535700514
413930000000000000,53.678846,49.095086,29.2,-34.6,5.4,5.4,13.397,0.025,12.666,0.025,3.586209725839529
413930000000000000,53.678873,49.095077,19.9,-14.5,5.3,5.3,13.397,0.025,12.666,0.025,5.276771824527006
413932000000000000,53.744602,49.012219,14.6,-23.1,4.0,4.0,13.193,0.022,12.725,0.026,4.63678885526427
413940000000000000,53.886309,49.044436,26.3,-28.0,4.0,4.0,14.807,0.045,14.072,0.052,0.8927570951306499
413941000000000000,53.934006,49.102007,16.4,-27.6,4.0,4.0,10.878,0.023,10.193,0.021,2.4612415284868194
413941000000000000,53.950219,49.010681,23.7,-22.9,4.0,4.0,13.306,0.023,12.761,0.024,0.8335780080361237
413942000000000000,54.005246,49.050466,19.6,-32.9,4.0,4.0,13.359,0.024,12.675,0.023,3.020340726319388
413967000000000000,54.091821,49.155771,18.8,-28.9,5.1,5.1,10.048,0.023,9.535,0.021,0.7902459272204212
413967000000000000,54.150604,49.14929,31.2,-20.3,7.8,7.8,10.368,0.023,9.966,0.021,1.7905877311726233
413992000000000000,54.238309,49.002116,18.0,-22.3,4.0,4.0,13.416,0.028,12.526,0.024,2.3920401766424115
414017000000000000,54.377677,49.118544,27.3,-25.7,4.1,4.1,12.622,0.023,11.755,0.022,1.2258233840420993
413977000000000000,54.405564,49.170801,17.9,-18.9,4.1,4.1,14.044,0.03,13.128,0.032,4.623142729815897
414024000000000000,54.464247,49.145328,12.7,-27.8,4.1,4.1,14.539,0.046,13.908,0.061,5.819545442136636
414025000000000000,54.486033,49.07453,23.1,-19.0,4.1,4.1,12.304,0.023,11.871,0.022,3.21732401762166
414022000000000000,54.541117,49.011759,15.6,-26.4,4.1,4.1,14.319,0.034,13.509,0.044,2.8936397221650205
510104000000000000,54.726802,49.139589,26.6,-28.2,4.0,4.0,14.922,0.04,13.923,0.055,1.0638514719321672
510106000000000000,54.788062,49.194366,23.9,-28.5,4.0,4.0,13.306,0.021,12.649,0.031,0.3179086241196943
510107000000000000,54.861266,49.19711,15.8,-21.4,4.2,4.2,15.451,0.059,14.963,0.135,4.028598377201981
510121000000000000,54.915518,49.008053,29.0,-25.9,4.0,4.0,14.383,0.036,13.877,0.051,2.3674617654700865
510118000000000000,55.082304,49.150651,22.9,-23.8,5.4,5.4,15.208,0.046,14.237,0.072,0.2464017399157095
510118000000000000,55.126166,49.093738,12.9,-26.6,4.0,4.0,13.222,0.027,12.39,0.031,5.765009515679295
510119000000000000,55.142562,49.246237,14.5,-28.2,4.0,4.0,13.121,0.027,12.238,0.028,4.21108122874557
510119000000000000,55.155451,49.244454,32.4,-26.6,4.0,4.0,14.206,0.031,13.421,0.039,5.578881741752956
510120000000000000,55.187184,49.155176,13.0,-27.7,4.0,4.0,11.596,0.025,10.828,0.025,5.732317842566592
510120000000000000,55.190427,49.185676,20.9,-25.0,4.0,4.0,14.278,0.034,13.641,0.05,0.33580552545876646
510132000000000000,55.267926,49.136349,24.9,-16.9,4.0,4.0,12.672,0.025,12.059,0.027,5.790303802905184
510121000000000000,55.269881,49.159029,17.9,-27.5,4.0,4.0,12.403,0.023,11.503,0.027,1.4501859155049106
510144000000000000,55.302042,49.246035,18.8,-21.3,4.1,4.1,15.235,0.053,14.484,0.087,2.423591852883755
510146000000000000,55.378738,49.226927,14.2,-28.2,5.4,5.4,13.376,0.028,12.569,0.031,2.527079935874976
510146000000000000,55.381679,49.228104,30.2,-25.9,4.0,4.0,14.936,0.054,14.027,0.073,3.351075463065419
510159000000000000,55.546884,49.103491,21.8,-28.9,4.0,4.0,13.878,0.027,12.921,0.034,0.3923597336902287
510164000000000000,55.716952,49.053881,23.2,-24.4,5.5,5.5,15.457,0.064,14.645,0.098,0.15068031056154904
510167000000000000,55.731368,49.172521,17.5,-22.8,4.0,4.0,13.461,0.027,12.956,0.03,2.4528896411952523
510267000000000000,55.984652,49.12715,18.4,-14.1,5.4,5.4,15.345,0.055,14.453,0.074,5.773447088378979
407283000000000000,46.090257,50.685847,23.7,-34.5,5.4,5.4,12.754,0.025,11.866,0.021,2.164946577170699
407284000000000000,46.166948,50.62549,32.4,-20.9,5.5,5.5,15.383,0.052,14.673,0.072,4.029996981445092
407470000000000000,46.211869,50.532311,15.5,-20.2,4.0,4.0,13.151,0.032,12.289,0.027,5.493692491378982
407283000000000000,46.223905,50.586203,16.4,-23.7,4.0,4.0,11.007,0.022,10.173,0.02,2.861416242428444
407471000000000000,46.224512,50.562914,28.2,-29.3,5.3,5.3,14.915,0.032,13.911,0.046,1.3068110900156362
407285000000000000,46.26431,50.662584,24.5,-36.3,5.4,5.4,14.976,0.039,14.112,0.051,3.3077587158059325
407285000000000000,46.27121,50.640996,14.0,-22.3,4.0,4.0,13.081,0.021,12.28,0.022,5.603937403627658
407479000000000000,46.422136,50.592517,27.8,-19.0,4.0,4.0,14.922,0.039,14.168,0.046,4.898083614814704
407483000000000000,46.643001,50.640224,23.9,-30.6,4.0,4.0,14.504,0.028,13.603,0.026,1.0796007451105492
408985000000000000,46.802855,50.657678,15.1,-20.6,4.0,4.0,13.33,0.023,12.329,0.019,5.55668958409251
409013000000000000,47.403386,50.593466,24.1,-22.4,5.4,5.4,15.268,0.054,14.307,0.056,0.627250000878605
409041000000000000,47.58705,50.571735,20.1,-17.0,5.4,5.4,14.242,0.031,13.313,0.032,3.2536191771292176
409043000000000000,47.705841,50.673932,30.4,-24.2,4.0,4.0,13.437,0.023,12.522,0.018,3.8278489147382655
409089000000000000,47.772569,50.501615,30.8,-21.5,4.0,4.0,11.746,0.022,11.204,0.018,5.382493077725555
409091000000000000,47.818452,50.552502,32.3,-32.7,5.4,5.4,15.046,0.041,14.183,0.051,4.341222354101525
409101000000000000,48.161284,50.583106,16.1,-19.2,4.0,4.0,14.956,0.04,14.246,0.057,5.810109707053754
409195000000000000,48.232028,50.622351,27.9,-25.8,4.0,4.0,13.193,0.029,12.308,0.024,1.6246210472230525
409199000000000000,48.319588,50.567104,10.6,-20.9,5.4,5.4,14.902,0.043,14.086,0.057,5.969017816981547
409198000000000000,48.394794,50.693555,22.2,-20.4,5.4,5.4,15.309,0.059,14.338,0.066,1.2570064618811319
409200000000000000,48.409377,50.541864,20.6,-24.2,4.0,4.0,14.246,0.031,13.316,0.036,0.5889870230688216
409208000000000000,48.565566,50.651695,31.7,-25.8,5.3,5.3,14.552,0.032,13.627,0.035,2.806151966665323
409208000000000000,48.625456,50.671316,19.6,-19.0,4.0,4.0,14.112,0.024,13.109,0.028,3.9490705931415744
409215000000000000,48.626944,50.559934,23.8,-29.6,5.6,5.6,15.268,0.05,14.433,0.063,0.33288008847862954
409215000000000000,48.66986,50.519382,16.7,-16.0,5.6,5.6,15.049,0.042,14.45,0.07,4.570633823110529
409211000000000000,48.707437,50.720571,10.3,-22.3,5.4,5.4,13.54,0.024,12.771,0.026,5.755801609106565
409211000000000000,48.714872,50.672288,23.0,-32.1,4.1,4.1,14.227,0.027,13.233,0.034,1.78236916631459
409236000000000000,48.927374,50.715254,32.2,-32.1,5.4,5.4,15.27,0.056,14.357,0.072,4.041382884343799
409249000000000000,49.032485,50.599245,30.3,-30.1,4.0,4.0,11.405,0.022,10.888,0.018,4.187457318977997
409250000000000000,49.100655,50.73429,25.1,-18.1,5.4,5.4,15.37,0.059,14.399,0.081,2.55140930881118
409252000000000000,49.136026,50.586807,23.4,-28.5,4.0,4.0,13.319,0.023,12.397,0.022,0.26302479334654383
409252000000000000,49.148436,50.538686,19.1,-27.1,5.4,5.4,15.413,0.058,14.38,0.075,0.4519983090139654
409253000000000000,49.224946,50.556418,12.8,-26.4,5.4,5.4,15.034,0.04,14.221,0.061,3.2957277072111095
409262000000000000,49.368382,50.702078,17.6,-21.6,4.0,4.0,12.215,0.019,11.599,0.019,3.008170833408822
409263000000000000,49.449338,50.668207,21.6,-24.6,5.4,5.4,13.124,0.022,12.47,0.023,0.16459088147088946
409263000000000000,49.449365,50.6682,12.8,-26.8,4.1,4.1,13.124,0.022,12.47,0.023,5.616047720520436
412265000000000000,49.512849,50.555711,22.1,-16.2,4.1,4.1,15.442,0.067,14.234,0.08,6.071527520245287
409639000000000000,49.567796,50.737063,15.3,-30.7,4.2,4.2,15.323,0.06,14.533,0.096,3.953826652327355
409264000000000000,49.56872,50.64589,11.9,-18.8,5.4,5.4,15.416,0.062,14.211,0.07,5.906322894415172
412265000000000000,49.588293,50.550334,29.1,-32.0,4.0,4.0,13.681,0.027,12.772,0.032,4.218717239983574
412265000000000000,49.588344,50.550359,18.6,-33.1,4.1,4.1,13.681,0.027,12.772,0.032,3.441990965312026
