PPMXL,RAJ2000[deg],DEJ2000[deg],pmRA[mas/yr],pmDE[mas/yr],e_pmRA[mas/yr],e_pmDE[mas/yr],Jmag[mag],e_Jmag[mag],Kmag[mag],e_Kmag[mag],Chi_squared
410063000000000000,47.104454,48.268295,34.5,-22.5,5.3,5.3,14.763,0.034,13.859,0.039,5.35870529268234
410067000000000000,47.123112,48.33862,10.2,-14.2,9.8,7.5,8.869,0.034,8.134,0.016,4.2798021236240835
410063000000000000,47.125557,48.284556,10.5,-13.5,8.3,8.1,8.938,0.029,8.219,0.038,4.697557807371616
410070000000000000,47.205132,48.3535,27.2,-29.6,5.3,5.3,10.976,0.022,10.204,0.02,1.0234405165646923
410095000000000000,47.387461,48.483546,26.3,-30.4,4.0,4.0,14.104,0.029,13.172,0.028,1.6630397287642575
410106000000000000,47.695207,48.422072,25.1,-18.6,4.0,4.0,12.285,0.022,11.767,0.018,4.067667392681816
410296000000000000,47.865044,48.35287,27.7,-35.6,4.1,4.1,15.331,0.048,14.601,0.064,6.107720068049507
410673000000000000,48.023529,48.445952,21.3,-30.3,4.2,4.2,15.334,0.065,14.709,0.097,0.8916636871131454
410677000000000000,48.13396,48.400717,27.0,-21.1,4.0,4.0,14.243,0.023,13.361,0.03,2.833735701690679
410690000000000000,48.272848,48.283621,28.2,-27.0,4.1,4.1,15.287,0.054,14.338,0.066,1.716357601137075
410687000000000000,48.36482,48.457666,18.8,-22.7,5.4,5.4,14.056,0.029,13.379,0.036,1.0012806903044311
410693000000000000,48.424926,48.349283,13.7,-22.2,4.0,4.0,12.81,0.02,12.143,0.019,5.972613571212518
410699000000000000,48.467854,48.362857,20.8,-20.3,5.4,5.4,14.989,0.042,14.093,0.054,1.4132758957405989
410704000000000000,48.680552,48.257254,24.5,-33.8,4.0,4.0,12.298,0.023,11.564,0.022,3.357279722196294
410754000000000000,48.899693,48.271623,16.4,-24.9,5.5,5.5,15.467,0.065,14.673,0.088,1.375598700805956
410733000000000000,48.981859,48.344692,16.3,-26.9,5.6,5.6,15.314,0.06,14.493,0.089,1.2918287694377337
410738000000000000,48.99465,48.451092,23.1,-21.5,4.0,4.0,13.257,0.023,12.355,0.025,1.5055469969804363
410786000000000000,49.133949,48.346264,13.4,-29.8,4.1,4.1,15.305,0.047,14.209,0.054,5.569611998809356
410740000000000000,49.161134,48.401234,24.3,-24.8,5.4,5.4,12.603,0.02,11.759,0.022,0.1800975147708882
410788000000000000,49.285271,48.345665,28.5,-16.9,5.5,5.5,15.319,0.053,14.912,0.11,4.051407579821484
410788000000000000,49.328914,48.327342,23.4,-33.2,4.0,4.0,12.002,0.021,11.396,0.022,2.696764750108991
410790000000000000,49.339601,48.371636,22.0,-25.0,4.0,4.0,11.79,0.02,10.893,0.016,0.16781327822268788
410838000000000000,49.387063,48.490434,26.0,-19.6,4.0,4.0,13.958,0.028,13.107,0.032,3.486376037188795
410886000000000000,49.448453,48.47272,23.0,-14.4,5.2,5.2,14.575,0.057,14.012,0.068,5.27736926393786
410885000000000000,49.499107,48.421408,17.7,-21.6,4.0,4.0,12.393,0.019,11.936,0.021,2.9475599942071704
410896000000000000,49.68825,48.425559,42.4,-26.4,9.0,8.2,12.169,0.019,11.501,0.018,4.732274631204769
410901000000000000,49.710296,48.267542,24.3,-26.9,4.1,4.1,10.65,0.018,10.0,0.018,0.1489243673013403
410910000000000000,49.859615,48.310288,18.4,-29.7,4.1,4.1,14.243,0.026,13.345,0.027,1.6460211403100002
410912000000000000,49.912502,48.380688,17.1,-22.6,4.1,4.1,14.292,0.03,13.321,0.035,2.673752922297851
410901000000000000,49.965513,48.432462,16.4,-18.4,4.1,4.1,12.991,0.023,12.188,0.019,6.023043163752838
410911000000000000,49.978015,48.275307,24.5,-32.5,4.1,4.1,14.32,0.028,13.329,0.033,2.220094131267554
410912000000000000,49.994466,48.37234,22.5,-19.7,4.1,4.1,14.656,0.037,13.99,0.056,2.64211289623001
410941000000000000,50.249336,48.310033,22.4,-25.9,5.2,5.2,14.694,0.031,13.739,0.045,0.017300491504202667
411695000000000000,50.540906,48.278789,17.8,-20.8,5.3,5.3,15.296,0.051,14.28,0.06,1.9723992128815775
410952000000000000,50.588479,48.459285,15.4,-24.8,4.1,4.1,13.766,0.024,13.024,0.026,3.2239251741394104
411703000000000000,50.673091,48.268666,16.9,-32.6,5.2,5.2,10.65,0.025,9.856,0.02,2.556480321505615
411705000000000000,50.78544,48.314437,34.9,-21.1,5.5,5.5,14.579,0.045,13.64,0.041,5.719499560555493
413206000000000000,50.820856,48.322925,27.8,-24.1,4.1,4.1,13.551,0.027,12.829,0.026,1.7932952184819029
412458000000000000,50.893876,48.469131,24.5,-23.0,5.6,5.6,15.4,0.056,14.495,0.08,0.4810620038586239
413208000000000000,50.895482,48.379784,24.7,-19.4,4.1,4.1,13.332,0.023,12.782,0.025,3.097592695954859
413208000000000000,50.90734,48.392862,13.7,-22.3,4.1,4.1,14.333,0.034,13.43,0.036,5.648825877022376
413213000000000000,51.09058,48.311534,14.6,-33.8,5.6,5.6,15.476,0.065,14.607,0.098,3.7120503722323246
413213000000000000,51.094738,48.333633,24.9,-26.7,4.1,4.1,13.141,0.019,12.247,0.024,0.2700214454890557
413213000000000000,51.122974,48.314638,15.1,-27.8,4.1,4.1,14.024,0.026,13.406,0.039,3.4076194262023556
413214000000000000,51.161602,48.288092,24.1,-22.9,4.1,4.1,14.129,0.026,13.274,0.037,0.8484193320961739
413226000000000000,51.182562,48.25109,20.0,-19.4,4.1,4.1,15.061,0.048,14.19,0.071,3.30086279148424
413220000000000000,51.183609,48.313031,24.6,-19.2,4.1,4.1,14.477,0.029,13.571,0.042,3.239859000216743
413220000000000000,51.192672,48.303009,15.0,-21.6,4.1,4.1,12.995,0.021,12.574,0.029,4.772237816682348
413221000000000000,51.255501,48.436098,30.6,-26.2,4.1,4.1,14.499,0.042,13.917,0.058,3.530082260910986
413222000000000000,51.291381,48.394217,24.0,-33.6,4.1,4.1,13.072,0.023,12.14,0.023,2.9523672525643256
413247000000000000,51.431598,48.407208,20.4,-29.3,4.1,4.1,13.672,0.024,12.77,0.023,0.7519058712849105
413247000000000000,51.447516,48.454202,12.7,-25.4,4.2,4.2,14.96,0.04,14.448,0.075,5.5335966999691015
413248000000000000,51.457017,48.478563,14.5,-24.9,4.1,4.1,13.617,0.027,12.795,0.025,4.001951138886803
413260000000000000,51.554497,48.381147,29.8,-35.9,5.5,5.5,13.099,0.022,12.745,0.024,4.454855481757303
413249000000000000,51.586186,48.426162,14.3,-25.9,4.2,4.2,15.113,0.044,14.565,0.087,3.8818806031020654
413260000000000000,51.595078,48.297676,17.6,-21.7,4.1,4.1,14.76,0.036,13.88,0.052,2.814198217865184
413262000000000000,51.667065,48.319431,22.7,-26.5,4.0,4.0,13.282,0.027,12.342,0.026,5.965633779690872e-05
413267000000000000,51.703966,48.431949,16.5,-21.2,4.0,4.0,14.546,0.036,13.655,0.043,3.99751153943266
413268000000000000,51.735077,48.438598,25.3,-25.9,4.0,4.0,12.109,0.023,11.334,0.021,0.41622226880899105
413269000000000000,51.847088,48.3735,15.2,-24.6,4.0,4.0,11.021,0.021,10.339,0.022,3.6002003297052867
413271000000000000,51.91082,48.41644,19.2,-25.8,4.0,4.0,11.792,0.022,10.9,0.023,0.7734444195368451
413273000000000000,51.991925,48.266133,12.8,-17.0,9.3,9.3,11.245,0.021,10.814,0.026,2.166638361694141
413275000000000000,52.05374,48.332562,18.9,-28.7,4.0,4.0,12.883,0.026,11.999,0.027,1.161210615216713
413371000000000000,52.179338,48.395221,18.3,-18.2,4.1,4.1,15.166,0.057,14.235,0.075,5.046527251299263
413370000000000000,52.203111,48.340221,20.7,-30.9,4.0,4.0,12.76,0.027,11.91,0.02,1.3955407100829453
413417000000000000,52.224251,48.267947,21.0,-20.9,5.4,5.4,15.056,0.075,14.584,0.083,1.1518019756130384
413425000000000000,52.372404,48.37464,22.1,-18.0,4.0,4.0,15.391,0.068,14.275,0.067,4.343995549357072
413420000000000000,52.393725,48.262222,16.2,-27.9,4.0,4.0,14.903,0.048,13.957,0.057,2.659061944621348
413423000000000000,52.436724,48.257021,21.4,-25.9,4.0,4.0,11.035,0.02,10.56,0.022,0.12772421922316937
413428000000000000,52.491165,48.437254,16.6,-29.0,4.0,4.0,13.896,0.03,13.031,0.033,2.611575499735012
413453000000000000,52.644371,48.414464,32.8,-27.6,4.0,4.0,12.718,0.025,11.907,0.029,6.120322663597643
413431000000000000,52.65207,48.258149,18.5,-26.0,4.0,4.0,12.886,0.023,11.979,0.028,1.0829415000271765
413456000000000000,52.707738,48.355009,18.8,-19.0,4.0,4.0,15.205,0.057,14.125,0.061,4.286009589018482
413455000000000000,52.735194,48.435967,9.8,-28.9,5.4,5.4,15.092,0.055,14.438,0.061,5.778125813943631
413457000000000000,52.769471,48.354939,31.7,-22.1,4.1,4.1,15.106,0.044,14.25,0.047,5.6854736770002345
413434000000000000,52.800251,48.256239,23.1,-18.0,4.0,4.0,14.947,0.031,13.942,0.04,4.328484901529878
413455000000000000,52.817155,48.420025,19.9,-31.2,4.0,4.0,11.805,0.025,10.906,0.022,1.7899884155960673
413458000000000000,52.842058,48.404899,16.7,-25.6,4.0,4.0,14.007,0.027,13.138,0.028,2.2185595463290184
413460000000000000,52.982326,48.330259,17.2,-20.7,4.1,4.1,15.259,0.057,14.463,0.064,3.6611948869187394
413473000000000000,53.155669,48.251977,20.6,-28.3,4.0,4.0,13.708,0.027,12.789,0.025,0.46179971088582394
413481000000000000,53.242261,48.363837,14.3,-22.8,4.0,4.0,12.038,0.026,11.551,0.022,5.060587478973466
413856000000000000,53.243757,48.408786,32.0,-30.7,5.4,5.4,15.2,0.049,14.36,0.068,3.458547356861093
413856000000000000,53.29354,48.391608,16.6,-23.7,4.0,4.0,14.863,0.042,13.899,0.05,2.7127526486385602
413482000000000000,53.32142,48.31028,17.3,-21.1,5.3,5.3,14.211,0.035,13.25,0.041,2.0363100907489375
413482000000000000,53.321456,48.310263,18.3,-27.7,5.4,5.4,14.211,0.035,13.25,0.041,0.7031790328992863
413847000000000000,53.329131,48.452761,32.0,-22.2,4.1,4.1,15.018,0.049,14.219,0.049,5.947243676842103
413857000000000000,53.356378,48.39772,16.9,-28.4,4.0,4.0,12.654,0.027,11.752,0.021,2.240751703989466
413858000000000000,53.356551,48.336777,17.1,-30.5,4.0,4.0,13.216,0.029,12.338,0.021,2.8406558368751185
413859000000000000,53.431983,48.436557,17.0,-19.8,4.0,4.0,14.962,0.039,14.012,0.047,4.644663491853461
413867000000000000,53.585837,48.453284,23.1,-20.7,4.1,4.1,15.376,0.051,14.521,0.073,1.9287327401392178
413866000000000000,53.588113,48.421389,24.3,-16.7,4.1,4.1,15.127,0.049,14.211,0.057,5.6167305987808955
413864000000000000,53.597603,48.304472,28.5,-25.3,4.2,4.2,15.273,0.05,14.729,0.091,1.8886924719965632
413865000000000000,53.664184,48.311949,10.3,-29.3,7.4,8.3,9.898,0.019,9.357,0.024,2.8944909278769564
413870000000000000,53.690793,48.354833,32.4,-32.0,9.7,9.6,11.216,0.021,10.699,0.025,1.3101897677182215
413897000000000000,53.917741,48.400495,29.8,-24.9,4.0,4.0,12.596,0.023,11.649,0.023,3.1365512723477584
413897000000000000,53.943284,48.42789,21.6,-24.2,4.0,4.0,14.322,0.118,13.778,0.169,0.3945073618509186
414062000000000000,53.943343,48.271602,14.9,-32.1,9.3,9.3,12.173,0.023,11.416,0.023,1.060792651714272
413899000000000000,53.977869,48.43841,20.0,-21.5,4.0,4.0,12.665,0.024,12.141,0.023,1.9419927643025772
413899000000000000,53.981811,48.444976,20.8,-25.9,4.0,4.0,13.128,0.024,12.199,0.023,0.24441201595391085
414086000000000000,54.051071,48.338682,14.2,-21.6,4.0,4.0,12.394,0.023,11.945,0.023,5.778849786048177
414086000000000000,54.061681,48.304803,24.5,-32.5,4.0,4.0,13.359,0.023,12.536,0.023,2.3273727064705674
414088000000000000,54.146145,48.385259,21.2,-19.6,4.0,4.0,14.589,0.043,13.819,0.05,2.9881263039090635
414090000000000000,54.194395,48.277136,25.8,-26.3,4.0,4.0,14.79,0.048,14.019,0.061,0.5648858625988725
414094000000000000,54.223623,48.399546,11.6,-27.5,5.1,5.1,10.573,0.022,9.977,0.021,4.663597662001241
414089000000000000,54.228293,48.364324,31.9,-23.8,4.0,4.0,13.039,0.025,12.325,0.024,5.45455793378421
414097000000000000,54.356153,48.397939,22.9,-17.4,5.3,5.3,13.053,0.026,12.74,0.031,2.877410515957784
414098000000000000,54.391988,48.422375,13.8,-25.6,4.1,4.1,14.571,0.032,13.93,0.053,4.585129173317118
414100000000000000,54.428141,48.375622,17.0,-26.7,4.1,4.1,13.865,0.026,12.944,0.029,1.8704604619135485
414100000000000000,54.45433,48.354022,19.4,-15.0,5.5,5.5,15.196,0.047,14.312,0.066,4.629364756475709
414195000000000000,54.594168,48.376396,24.8,-31.3,4.1,4.1,14.777,0.051,14.217,0.081,1.5495076794987375
414196000000000000,54.626217,48.320103,21.4,-28.7,4.1,4.1,13.037,0.023,12.156,0.022,0.3735913149917076
414207000000000000,54.924069,48.425342,27.0,-26.4,4.0,4.0,12.043,0.025,11.181,0.021,1.088429883104491
414244000000000000,55.187824,48.420326,23.0,-25.0,4.0,4.0,10.914,0.023,10.396,0.022,0.14037136283611254
414249000000000000,55.331427,48.293104,14.0,-29.0,4.0,4.0,14.253,0.037,13.842,0.067,4.916457766856149
414250000000000000,55.366464,48.338566,14.9,-23.3,4.0,4.0,14.341,0.037,13.374,0.049,4.272169318649599
414251000000000000,55.387598,48.396094,17.2,-33.3,4.0,4.0,13.233,0.026,12.626,0.028,4.574746263955487
414254000000000000,55.426146,48.42547,17.9,-20.5,4.0,4.0,14.658,0.041,13.701,0.053,3.546509625688076
414257000000000000,55.487413,48.376658,16.8,-21.2,5.5,5.5,15.378,0.058,14.551,0.093,2.043067656214485
408816000000000000,46.489904,51.351809,23.1,-33.0,4.1,4.1,15.388,0.042,14.374,0.06,2.404698887677775
408818000000000000,46.594799,51.331418,12.4,-20.0,5.5,5.5,14.09,0.027,13.178,0.034,4.807356477917983
408913000000000000,46.640246,51.486106,29.1,-30.7,4.0,4.0,15.057,0.035,14.065,0.051,3.4680018851473493
408820000000000000,46.652414,51.369941,25.0,-24.4,5.4,5.4,14.055,0.023,13.498,0.033,0.32099399320363364
408914000000000000,46.72798,51.428156,22.4,-30.4,5.6,5.6,15.282,0.045,14.864,0.085,0.4744623051064047
408917000000000000,46.846112,51.400462,30.4,-22.1,4.1,4.1,13.652,0.032,12.717,0.028,4.454471799483002
408921000000000000,47.017573,51.375729,24.0,-22.2,4.1,4.1,12.783,0.022,12.161,0.022,1.148885766697273
408931000000000000,47.027258,51.262803,16.1,-20.2,4.0,4.0,14.998,0.059,13.842,0.058,4.9975903862599385
408931000000000000,47.032868,51.296721,18.1,-19.6,4.0,4.0,14.408,0.022,13.488,0.032,4.127323730478718
408921000000000000,47.087253,51.386849,18.9,-20.4,4.1,4.1,13.466,0.022,12.564,0.025,2.959196035168899
408931000000000000,47.114574,51.308967,36.1,-24.2,5.5,5.5,15.473,0.057,14.789,0.077,5.936056154976929
408928000000000000,47.224762,51.405023,19.7,-24.7,4.0,4.1,13.949,0.04,13.451,0.048,0.7341303274365291
408934000000000000,47.238141,51.32501,22.2,-21.9,4.0,4.0,13.502,0.025,12.819,0.023,1.2845799217807092
408940000000000000,47.31513,51.351362,19.8,-17.1,5.5,5.5,14.776,0.04,13.989,0.039,3.132041644719646
408942000000000000,47.410714,51.430177,23.1,-32.2,5.5,5.5,14.063,0.027,13.171,0.027,1.048377688270412
408944000000000000,47.419113,51.300267,18.1,-18.1,4.0,4.0,14.067,0.03,13.173,0.029,5.498226373051544
408966000000000000,47.455005,51.483908,27.1,-22.4,4.1,4.1,15.5,0.06,14.454,0.067,2.048008809632382
408970000000000000,47.76193,51.468541,16.2,-23.0,4.0,4.0,13.898,0.025,13.146,0.03,3.2787719816555754
408983000000000000,48.054672,51.480119,14.1,-24.1,5.5,5.5,15.418,0.052,14.458,0.068,2.588779955795835
409548000000000000,48.337852,51.429243,33.5,-20.4,5.5,5.5,14.795,0.039,13.727,0.038,4.943945777198685
409551000000000000,48.392669,51.353781,31.2,-23.3,5.5,5.5,15.349,0.052,14.352,0.069,2.645530939444096
409551000000000000,48.484379,51.37423,34.1,-20.4,5.5,5.5,13.115,0.023,12.339,0.021,5.372286724234768
409553000000000000,48.506055,51.404565,28.5,-25.8,5.5,5.5,15.382,0.053,14.363,0.066,1.089780110431984
409552000000000000,48.525642,51.27622,26.8,-24.2,4.0,4.0,13.189,0.022,12.229,0.021,1.3065334540899685
409550000000000000,48.556972,51.435056,15.9,-19.2,4.1,4.1,15.114,0.042,14.034,0.053,5.695489224820273
409554000000000000,48.596034,51.403733,22.8,-18.6,4.1,4.1,15.494,0.072,14.41,0.078,3.5608117826315517
409554000000000000,48.613413,51.37537,21.1,-19.5,4.1,4.1,14.443,0.03,13.7,0.039,2.9475871047411277
409564000000000000,48.643443,51.277646,13.8,-22.6,4.1,4.1,14.96,0.042,14.367,0.065,5.407997477167856
409555000000000000,48.671331,51.343341,18.1,-23.3,5.6,5.6,15.455,0.052,14.589,0.074,0.9881181042177293
409555000000000000,48.718177,51.354863,30.8,-19.8,5.4,5.4,12.806,0.022,11.925,0.018,3.6811210158653838
409555000000000000,48.718198,51.354852,21.6,-33.4,4.1,4.1,12.806,0.022,11.925,0.018,2.774136026585035
409567000000000000,48.760982,51.306654,18.2,-20.4,5.4,5.4,15.077,0.05,14.181,0.071,1.93341650065693
409561000000000000,48.792856,51.354496,26.1,-24.2,5.5,5.5,14.482,0.041,13.36,0.036,0.5382637329775165
409561000000000000,48.834387,51.390357,34.4,-27.5,5.4,5.4,12.839,0.025,11.9,0.028,4.584115049843744
409573000000000000,48.888811,51.353056,23.8,-14.0,5.4,5.4,11.478,0.018,10.592,0.017,5.268412083142819
409588000000000000,49.031396,51.46601,20.9,-22.2,5.5,5.5,14.58,0.033,14.095,0.06,0.706968929822803
409599000000000000,49.050336,51.417797,33.6,-31.7,5.4,5.4,14.319,0.025,13.282,0.032,4.848930916803203
409577000000000000,49.097778,51.347192,27.3,-25.0,4.0,4.0,14.566,0.034,13.581,0.038,1.3819390650652534
409577000000000000,49.101809,51.352395,21.6,-15.1,5.4,5.4,15.291,0.052,14.207,0.063,4.393490402552386
409604000000000000,49.272045,51.32424,14.3,-28.4,4.1,4.1,13.598,0.026,12.625,0.024,4.247332060477699
409604000000000000,49.272064,51.324245,20.8,-27.3,4.0,4.0,13.598,0.026,12.625,0.024,0.25944541307873004
409612000000000000,49.441069,51.423048,20.9,-21.8,4.1,4.1,15.165,0.048,14.419,0.083,1.4529942186874765
409613000000000000,49.537247,51.353595,23.4,-18.5,4.0,4.0,13.527,0.027,12.886,0.033,3.8543363287200934
409655000000000000,49.602632,51.278178,25.7,-38.4,5.5,5.5,15.025,0.05,13.945,0.057,4.842954822206434
409661000000000000,49.675021,51.288228,19.5,-23.0,4.1,4.1,14.658,0.035,13.69,0.046,1.2947940883482612
409709000000000000,49.693847,51.489922,19.8,-21.5,4.1,4.1,15.027,0.054,14.358,0.081,1.9168961836246283
409663000000000000,49.717201,51.348266,16.1,-26.8,4.1,4.1,15.327,0.053,14.372,0.075,2.506220122399056
409616000000000000,49.71907,51.424602,20.9,-38.9,5.6,5.6,15.296,0.058,14.457,0.084,4.883185594206143
409664000000000000,49.791861,51.304686,21.3,-30.5,5.4,5.4,15.111,0.045,14.269,0.063,0.6003807483501581
409713000000000000,49.892978,51.475416,19.3,-28.3,4.1,4.1,14.807,0.035,13.8,0.044,0.8518337233984574
409767000000000000,50.121369,51.45904,20.1,-19.8,4.0,4.0,15.336,0.059,14.497,0.072,3.098609841508928
409769000000000000,50.230831,51.47554,20.7,-15.7,5.1,5.1,9.561,0.023,8.778,0.021,4.51867379767193
409794000000000000,50.398023,51.499904,27.4,-14.2,5.3,5.3,15.302,0.054,14.285,0.068,6.007934448979197
409786000000000000,50.463078,51.318781,28.3,-16.4,5.2,5.2,15.322,0.071,14.204,0.067,4.792236146664093
409799000000000000,50.581587,51.469972,24.2,-38.4,5.5,5.5,15.396,0.059,14.436,0.079,4.628203940901082
409807000000000000,50.757278,51.482302,27.3,-23.4,4.1,4.1,14.0,0.034,13.414,0.047,1.7388925837321594
409814000000000000,50.856881,51.348513,29.2,-27.8,4.1,4.1,13.959,0.029,13.144,0.032,2.476856357199403
409819000000000000,50.857001,51.421867,24.3,-29.9,5.5,5.5,13.863,0.029,12.927,0.03,0.4500417493061271
409823000000000000,50.992147,51.321081,19.1,-17.1,5.6,5.6,15.417,0.057,14.55,0.093,3.1667658281575415
409823000000000000,51.063164,51.477869,28.3,-21.2,4.1,4.1,14.558,0.032,13.614,0.041,3.370061121877219
409825000000000000,51.169788,51.261369,15.6,-26.4,4.1,4.1,11.558,0.019,10.949,0.017,2.8936397221650205
508907000000000000,51.424544,51.306274,26.0,-25.5,4.1,4.1,13.331,0.024,12.464,0.026,0.6665460887277799
508908000000000000,51.464642,51.258574,24.4,-31.3,4.1,4.1,13.662,0.026,12.741,0.028,1.4643755230284257
508916000000000000,51.649745,51.375765,17.6,-22.3,4.0,4.0,12.281,0.024,11.379,0.026,2.6273247729133953
508918000000000000,51.797711,51.330193,19.4,-19.2,4.0,4.0,14.88,0.035,13.797,0.044,3.8493251963451547
508923000000000000,51.974623,51.281859,17.0,-29.9,4.0,4.0,12.855,0.023,11.969,0.028,2.644267172847715
508944000000000000,51.983064,51.418631,25.8,-33.3,4.0,4.0,14.252,0.033,13.369,0.036,3.312656781524211
508947000000000000,52.054886,51.420328,20.1,-34.5,4.0,4.0,14.117,0.038,13.55,0.047,4.221103493495448
508947000000000000,52.056443,51.353535,24.1,-32.0,4.0,4.0,10.946,0.02,10.527,0.026,1.9100169672434353
508949000000000000,52.106776,51.405309,26.1,-24.9,5.3,5.3,14.453,0.038,13.503,0.042,0.48345598447495397
508955000000000000,52.201499,51.463081,24.0,-16.1,5.1,5.1,10.283,0.027,9.456,0.02,4.107956578041746
508962000000000000,52.310209,51.331918,29.3,-33.6,4.0,4.0,14.126,0.046,13.197,0.037,5.573870609378018
508963000000000000,52.380244,51.320507,27.4,-20.7,4.2,4.2,15.264,0.059,14.756,0.098,3.019397451059903
508971000000000000,52.556832,51.405006,32.7,-24.9,5.4,5.4,14.665,0.044,14.256,0.065,3.4085518322559283
508971000000000000,52.559822,51.415139,19.4,-33.4,5.3,5.3,14.179,0.033,13.266,0.035,2.029655595873377
508971000000000000,52.57717,51.389096,24.5,-25.0,4.0,4.0,13.956,0.033,13.036,0.034,0.322919756494635
508976000000000000,52.793855,51.278684,23.4,-29.3,5.4,5.4,15.159,0.041,14.248,0.057,0.2751424826700167
509071000000000000,52.906421,51.258695,22.7,-36.3,4.0,4.0,12.213,0.023,11.635,0.021,5.717761696144142
509072000000000000,52.975342,51.387291,18.1,-32.9,4.0,4.0,14.794,0.04,13.809,0.047,3.7147404982753365
509154000000000000,53.510224,51.324196,20.9,-24.0,4.0,4.0,13.305,0.024,12.564,0.024,0.5756240034023158
509155000000000000,53.511774,51.362936,18.6,-28.4,4.0,4.0,13.174,0.024,12.455,0.021,1.2306505924123063
509109000000000000,53.546729,51.46432,14.6,-29.7,4.0,4.0,12.162,0.024,11.302,0.023,4.550167852783166
509160000000000000,53.690811,51.340094,22.1,-29.4,5.4,5.4,13.277,0.026,12.528,0.022,0.2923869283226009
509163000000000000,53.725805,51.448729,21.7,-27.2,4.0,4.0,14.251,0.03,13.336,0.034,0.09169179119383952
509162000000000000,53.859706,51.252648,19.2,-24.5,4.0,4.0,15.366,0.049,14.19,0.047,0.9843892299866936
509541000000000000,53.928964,51.479301,14.5,-26.4,4.0,4.0,15.144,0.043,14.192,0.047,4.041418604051179
509547000000000000,54.093116,51.488817,15.3,-24.7,4.0,4.0,14.472,0.034,13.441,0.033,3.4887622907006715
509546000000000000,54.152727,51.375735,11.0,-20.6,5.4,5.4,15.105,0.049,14.203,0.05,5.765560093855703
509548000000000000,54.270206,51.400246,17.3,-32.6,4.0,4.0,15.108,0.056,14.21,0.064,3.9715013761532085
509567000000000000,54.535874,51.415674,14.7,-19.4,5.5,5.5,15.495,0.055,14.594,0.096,3.709224944324126
509570000000000000,54.623029,51.432852,25.3,-32.7,5.5,5.5,15.223,0.044,14.433,0.082,1.448472122990655
509595000000000000,54.814077,51.416743,17.3,-21.2,4.1,4.1,15.073,0.046,14.17,0.063,3.2824250784518982
509600000000000000,54.922377,51.411656,18.2,-25.1,4.0,4.0,13.471,0.041,12.577,0.039,1.3428045074704855
509600000000000000,54.990899,51.396448,20.3,-17.5,4.0,4.0,14.166,0.029,12.818,0.03,5.19517217704328
509789000000000000,55.13269,51.315686,22.7,-16.3,5.4,5.4,15.3,0.077,13.741,0.066,3.48381247491023
509609000000000000,55.28029,51.485211,20.2,-22.8,4.0,4.0,14.496,0.037,13.567,0.044,1.2029700516745452
509704000000000000,55.311573,51.47768,13.0,-22.9,4.1,4.1,15.33,0.058,14.401,0.079,6.129116920210497
509797000000000000,55.316102,51.280261,26.7,-26.1,4.0,4.0,14.996,0.043,14.009,0.058,0.9502658047668638
509896000000000000,55.660056,51.390691,25.4,-26.9,4.0,4.0,12.677,0.022,11.938,0.023,0.4343577954992484
409961000000000000,46.783117,48.189664,31.7,-34.7,9.5,9.5,12.157,0.023,11.631,0.022,1.62105986473388
409968000000000000,47.09173,48.147398,28.6,-22.2,4.0,4.0,11.183,0.022,10.583,0.022,3.1637545623831467
410250000000000000,47.160739,48.136329,23.4,-31.4,5.4,5.4,15.167,0.05,14.197,0.054,0.8141316677182405
410250000000000000,47.202071,48.126594,22.8,-14.4,7.4,7.4,11.214,0.022,10.862,0.019,2.641389148508399
410253000000000000,47.337129,48.220674,31.8,-27.4,4.0,4.0,12.353,0.025,11.723,0.019,4.954876448397355
410258000000000000,47.499492,48.06636,22.4,-20.1,4.0,4.0,13.947,0.029,13.055,0.023,2.457662148219004
410262000000000000,47.511243,48.230704,27.8,-34.9,4.0,4.0,14.855,0.036,13.845,0.039,5.732795093268964
410267000000000000,47.779274,48.128224,22.8,-29.9,4.0,4.0,12.499,0.025,11.98,0.023,0.6858689156509901
410303000000000000,47.931409,48.145476,23.3,-19.7,5.3,5.4,14.726,0.04,13.686,0.039,1.5611252577542676
410304000000000000,48.021765,48.106203,23.0,-19.9,4.1,4.1,15.305,0.063,14.717,0.092,2.490513922408547
410308000000000000,48.135926,48.045071,13.7,-25.4,4.0,4.0,15.073,0.038,14.067,0.048,4.937934048463036
410316000000000000,48.319134,48.222124,22.6,-27.7,5.3,5.3,14.559,0.038,13.694,0.042,0.04966609977436414
410365000000000000,48.454176,48.065671,16.3,-20.6,4.1,4.1,15.346,0.055,14.325,0.067,4.340431129986677
410743000000000000,48.620471,48.156187,18.1,-33.8,4.0,4.0,11.099,0.02,10.624,0.017,4.449229329230802
410744000000000000,48.711548,48.103042,28.5,-26.7,4.0,4.0,14.893,0.035,14.242,0.059,1.9882860824329724
410744000000000000,48.715818,48.060701,30.4,-25.7,4.0,4.0,13.138,0.021,12.32,0.023,3.54865725384876
410751000000000000,48.752452,48.199669,17.8,-15.9,5.3,5.3,14.153,0.031,13.254,0.033,4.743996328552456
410746000000000000,48.754484,48.114041,26.1,-15.0,5.4,5.4,15.294,0.064,14.355,0.087,4.806956064594588
410752000000000000,48.841101,48.144093,18.3,-15.5,5.5,5.5,14.996,0.044,14.152,0.063,4.541529711329195
410753000000000000,48.861735,48.126901,13.2,-24.5,4.0,4.0,14.585,0.033,13.646,0.042,5.659059859751996
